2.865572223878106062e+00 4.933406064175189343e+00
1.789705609162274058e+00 2.317675256447073728e-01
4.993946704393139591e+00 3.158161998242000834e+00
5.512697594452747651e+00 4.654386495092948550e+00
2.142983085692339085e+00 7.129751614127999293e-01
4.034003805860943537e+00 5.286669918034955229e-01
5.230391369746984154e+00 1.334165980353324787e+00
2.310849575730091754e+00 3.972894704429563273e+00
1.493120724847288194e+00 4.575518262046003315e+00
1.974753977235076119e-01 3.998684545388702993e+00
1.765163583547451953e+00 3.409860055963817693e+00
4.081763886353938275e+00 5.335828055329956854e+00
