3.669341593904369425e+00 -9.010293042424998289e-01 3.898200010491073897e+00
9.372113567562461611e+00 -2.077076998566922850e+00 -1.377461809948668625e+00
9.753458342508945833e+00 4.673818595899202677e+00 -2.770251149393564205e+00
3.297193162203898797e+00 -3.397229653425811069e+00 -2.841008067258459224e+00
1.708123150342955032e+00 -1.140766028660373088e+01 -1.109201171805447395e+01
-3.580136615568108915e+00 -6.510737557702873879e+00 1.819825666744957271e+00
-5.954640732580927853e+00 -8.751621796260780073e+00 9.245987678101764473e+00
-1.667166239596313382e+00 9.897338558683500820e-03 -9.114534738171681028e+00
-3.356399161908522277e+00 8.215731359021417601e-01 -7.263654135056472505e+00
2.257106560667898165e+00 -2.901335785893011998e+00 -1.840030128914735164e+00
