3.050829174689168255e+00 -9.163650115497264936e-01 4.078512524931914740e+00
9.701124323275225336e+00 -1.638263495615437160e+00 -1.326310432543524209e+00
9.909953408203827863e+00 4.862656696703929526e+00 -2.835582922939143380e+00
3.572069746699079840e+00 -2.761763833863691175e+00 -3.027643725410785080e+00
1.653226055528901117e+00 -1.220279498858620215e+01 -1.072177278177616522e+01
-3.667744152312966133e+00 -6.369709837607087088e+00 1.856538702933991036e+00
-5.609664719464359628e+00 -8.868905242273143585e+00 9.137224868489145280e+00
-1.550960474082311524e+00 4.568610713998529915e-01 -9.055230639349581168e+00
-3.509270866134677647e+00 7.251454568224947606e-01 -7.330099775323000166e+00
2.248900664350090839e+00 -3.722085922347044828e+00 -1.893930118553587283e+00
-3.865640286739702169e+00 1.167590234331509791e+01 -3.321362285893546956e-02
-6.724347151085962260e+00 4.972720965218679012e+00 -7.528039731664250667e+00
1.383121327544855061e+00 -1.241583023612441394e+01 -8.234330505289719326e+00
1.383896334233470027e+00 4.893630071217992317e+00 1.201180014330329726e+00
-6.290878526642218471e-01 -1.800543844965031726e+00 -9.291031927333671447e+00
-4.389610477770842678e+00 -2.723754674902341577e+00 6.550732320355995952e+00
2.160376520211102491e+00 -1.127735442410299171e+01 2.053105463781482953e+00
-2.508833193094297531e+00 -4.442827552191467966e+00 3.743310670554537367e+00
6.498208777287235449e+00 5.816414392425258484e+00 -5.105055844930476816e+00
-2.029356679335988289e+00 2.129233095081328297e+00 6.173214274471748197e+00
-2.851964951098149292e+00 -1.274073641707194948e+00 -6.929556327754684553e+00
-7.456782396860985429e+00 5.028697499212308131e+00 8.482682273589489341e+00
-4.607216699081562727e-01 6.224820453371235018e+00 2.258053990283559909e+00
-4.077800468144465285e+00 1.997784639383723526e+00 9.673396507709947301e+00
