3.427684380176526879e+00 -5.877801960965439720e-01
4.435884076986305935e+00 9.615989718999751190e+00
-1.404933231515903991e+00 -1.619295307740474588e+00
9.739671149866630628e+00 4.601370755166369619e+00
-3.024732104949947153e+00 3.503416406341477440e+00
-3.063091234936234031e+00 -2.876365102193097822e+00
1.883718838149628372e+00 -1.186173781648074055e+01
-1.130179145305012867e+01 -3.901864810165261765e+00
-5.789389794957256363e+00 1.979899576207033718e+00
-6.057463448903272152e+00 -8.862355655585666625e+00
