3.124304506240038304e+00 1.890474175489754716e+00
4.561314055141069801e+00 5.636710004254091189e+00
5.573728387141061447e+00 4.900102571161282228e+00
4.584250819761172657e+00 4.005891736501644651e+00
5.673073565944816155e-01 5.248360367336741383e+00
7.514328089027592084e-01 4.481449167501952324e+00
5.512697594452747651e+00 4.654386495092948550e+00
5.604893808809002564e+00 3.965560941659514338e+00
2.865572223878106062e+00 4.933406064175189343e+00
1.015543161617607382e+00 5.645782475058020111e+00
