3.082483880489791606e+00 -9.695693802525127136e-01 3.725183658305066814e+00
9.967314487156651026e+00 -1.534253995399542880e+00 -1.305776251356815409e+00
9.556919705220265016e+00 4.736082038764970470e+00 -2.923726887285315268e+00
3.574657263671719765e+00 -2.961640184039020074e+00 -3.305570945375156278e+00
1.543653108004084951e+00 -1.262744944426197691e+01 -1.077506787240378472e+01
-3.904261687171631134e+00 -6.559976907209977171e+00 1.487683192548752364e+00
-5.627933972515906547e+00 -8.511974022642403881e+00 9.305037556535987520e+00
-1.909964581286017760e+00 -2.117271667088819684e-02 -9.531970473987303905e+00
-3.328427815128929712e+00 1.369164372047119160e+00 -7.229673182213248062e+00
1.787932104331118710e+00 -4.120237979985883925e+00 -1.852773071254598225e+00
