3.316990301681253417e+00 -9.155091245976963998e-01 3.831704067736422914e+00
9.305204802634722938e+00 -1.564222075397484923e+00 -1.229001111099264021e+00
9.713350128125167515e+00 4.211787171743623048e+00 -2.577749239890634758e+00
3.626432063541524808e+00 -2.991619449446061729e+00 -3.102935582962633720e+00
1.895582932759984018e+00 -1.189605819266412468e+01 -1.076100377118327245e+01
-3.688435033478203007e+00 -6.649327523715765409e+00 1.818442814589350975e+00
-5.650284287907989977e+00 -8.735708146249578476e+00 9.519957500274919937e+00
-1.595157032675492692e+00 3.190092211068353834e-01 -8.979529458677827591e+00
-3.104096693512163885e+00 8.900790566297175355e-01 -7.235223896077138228e+00
2.355015048333955807e+00 -3.241153002114417259e+00 -1.827546262669318411e+00
