3.120947068068329777e+00 -9.845261391297863707e-01 4.162443834048473512e+00
9.569478816178740743e+00 -1.491945258703900601e+00 -1.571493270550770038e+00
9.922486759305748194e+00 4.777648768930048639e+00 -2.991402468032618334e+00
3.409005294122049001e+00 -2.791903303684929227e+00 -2.838082747192472333e+00
1.520293789595502432e+00 -1.205219260281505989e+01 -1.089605388171457001e+01
-3.532956742137191686e+00 -6.395170697147006145e+00 2.058946314617731144e+00
-5.705283529880198934e+00 -8.745459556975237803e+00 9.205844204647268825e+00
-1.418594333926364026e+00 4.932511109640161373e-01 -8.952294522426326395e+00
-3.420457536219019712e+00 6.969471858993401270e-01 -7.231905934317882867e+00
2.360580268806012683e+00 -3.773924191421430763e+00 -1.832765882897235077e+00
