3.150148768692116352e+00 -8.954280040585739231e-01 4.102696150475853010e+00
9.543310817013532343e+00 -1.329732453226839972e+00 -1.421594210407479020e+00
9.950363698934065582e+00 4.778428544260174604e+00 -2.846784526569876572e+00
3.454376418614040656e+00 -2.871772875685517423e+00 -2.954876402911882138e+00
1.629858084899534321e+00 -1.212564390720392815e+01 -1.077631244301859503e+01
-3.561412961928333676e+00 -6.429414034376209841e+00 1.945248699210121224e+00
-5.646044358788018691e+00 -8.938057316472599823e+00 9.177183608017148941e+00
-1.449557509479659556e+00 4.941557551430927897e-01 -8.959645192042840378e+00
-3.451163832485492744e+00 8.565878792065598768e-01 -7.332476831117883620e+00
2.354397483321790663e+00 -3.622521733939337185e+00 -1.837435160626661235e+00
-3.883842394479625426e+00 1.168275781350772213e+01 -8.221016492215937888e-02
-6.648835784511568647e+00 5.103591852892022551e+00 -7.670976038062376823e+00
