3.661914939246739387e+00 -8.417462210338868545e-01 3.985027471894457829e+00
9.326811186812738796e+00 -1.988752496284090121e+00 -1.288409976360705755e+00
9.846073966896707219e+00 4.680136319143264778e+00 -2.845054809096787540e+00
3.330724316528119289e+00 -3.384209228006803460e+00 -2.858148375167368638e+00
1.643350860258526724e+00 -1.154180269575675055e+01 -1.107599413802649657e+01
-3.565245455723130785e+00 -6.465382923985747432e+00 1.846268171393345758e+00
-5.938608605743837643e+00 -8.811851371019871593e+00 9.288575261912713543e+00
-1.658801891592776689e+00 9.508571898258452726e-02 -9.104754458284579854e+00
-3.319186733636030784e+00 7.854031990677965425e-01 -7.251240406516556547e+00
2.243665528025543754e+00 -2.922210167158080907e+00 -1.834365419392937957e+00
