5.011893909895032994e+04 1.666966313559465561e+04 5.338173036400200544e+03 2.253891721747501435e+02 5.982068642440432995e+03 3.057765402394833472e+03 6.352931118306883036e+03 3.735983009955936723e+03 1.464081891376227577e+04 1.132480898799385977e+04 7.247799333397584860e+02 1.997003353946767561e+02 7.178329143257416945e+03 4.868509881013018457e+03 4.722619546263443772e+04 1.584760645097725865e+04 2.917565842051893196e+04 2.846767601349817141e+03 1.124829533948677272e+04 1.801787754807148076e+03 5.608768862584767703e+03 4.865138555485197867e+04 3.480854262999443108e+03 8.981479455505947044e+03 1.170224603138769635e+04 1.869635041982226176e+04 5.118524649684513861e+03 1.521204830662706263e+04 2.324541261936880619e+04 7.207673321649323952e+03 2.252402268154900230e+04 8.301908222455624127e+03 2.433735450465988106e+04 2.917640763675076869e+03 7.098163777564933298e+03 2.004670586222570273e+04 3.422825183802825632e+04 3.066160235954376913e+04 8.335008654917863169e+03 1.492909929672428734e+04
1.666966313559465561e+04 5.013633780639796169e+04 2.891552775987126370e+04 1.401297683025830338e+04 3.687351766693953687e+04 1.796204064047294742e+04 7.963136058309511100e+03 3.287169818721571937e+04 2.102424817266056561e+04 2.040312307288928650e+02 1.941061406105571587e+04 1.208100309251267754e+04 5.636142562312964401e+03 1.604487632563953775e+04 1.786782174799811401e+04 3.576821384124305041e+04 1.763167467549939829e+04 1.765745502402096463e+04 2.745865673841473108e+04 7.878142290258088906e+03 1.102299257770872100e+04 1.416035150949583840e+04 1.239852338827231688e+04 3.098184799033341915e+04 1.532008407618159072e+04 4.094059417178485455e+04 3.806084769016469363e+04 2.205899546203471255e+04 2.713828420310129877e+04 6.346603685304639839e+02 1.709012637304481177e+04 2.596814815150235154e+04 3.705022760686463880e+04 2.294568927296350375e+04 1.976421219882302466e+04 2.443692384647440485e+04 3.482867068301440304e+04 1.554473565970667369e+04 1.916913619749695863e+04 1.470574387594876134e+04
5.338173036400200544e+03 2.891552775987126370e+04 5.015127723303881066e+04 7.410854688029244244e+03 1.010300268456973026e+04 2.921792916849494941e+04 1.639643737967732523e+04 1.228845048274292094e+04 1.544117012063582843e+04 8.037423089044961671e+03 7.975095433953048996e+03 3.903178765532957186e+04 1.526110951081816711e+04 1.429542705785446196e+04 5.501012572867554809e+03 2.258849431652315252e+04 7.388600251789222966e+03 8.066407902018466302e+03 1.690520322669153757e+04 1.228301152455927649e+03 6.414053804229995876e+03 2.196564035321642677e+03 3.969167951588910455e+03 1.744946071858756113e+04 1.386165903296317265e+04 2.561125911479183924e+04 2.551902678027692309e+04 1.070793907912034410e+04 1.360266402178721364e+04 1.947484239594547034e+04 1.137817949463068544e+04 1.202246613268775945e+04 1.469524378629661260e+04 6.526826335963840393e+03 2.745616473220820990e+04 1.425225671419954233e+04 1.646506989942566724e+04 1.766924845050953809e+04 4.423020603230215056e+04 8.728270376602024044e+03
2.253891721747501435e+02 1.401297683025830338e+04 7.410854688029244244e+03 5.013339494740260125e+04 1.128982237945490670e+04 2.697133008387510472e+03 1.422554274529045642e+03 4.013758621821441193e+04 2.731661485104767780e+04 2.713178560104289863e+04 1.900230880169041848e+04 1.134369043113188127e+04 3.769009417560285510e+04 3.534877772840987291e+03 8.465704292030181932e+02 9.485262074056206529e+02 6.106494017318797887e+03 4.452126389399553591e+04 1.054953273248281403e+04 2.921156528928748230e+04 1.937655319168113408e+02 3.341644551353601855e+01 3.643469689271619427e+04 3.501147906395034079e+04 2.656017225680376214e+03 2.316754728133997924e+04 1.509235497580124684e+04 1.431131423466291380e+04 1.021913367489443408e+04 2.694351448743488163e+03 8.236245910510264366e+03 8.191931137827347811e+03 1.726153476905095158e+04 3.916591767215009895e+04 5.618629045190396937e+03 2.029657000513936146e+04 1.428418057573891701e+03 1.193174539993379040e+04 3.803291580873539260e+03 1.541342791906632556e+04
5.982068642440431177e+03 3.687351766693952959e+04 1.010300268456973208e+04 1.128982237945490488e+04 5.007106209900422255e+04 1.631768091738284056e+04 1.205387324211091436e+04 2.631577559627041774e+04 1.035860020261093086e+04 1.332399137801063944e+03 2.906341541660283838e+04 5.703845743057463551e+03 2.545638475467887474e+03 1.901850803594082026e+04 9.684317575963421405e+03 2.875222908744933375e+04 6.894125524326484992e+03 1.254296974843057251e+04 1.944790916900563025e+04 1.605181383640970125e+04 2.443425107716282582e+04 5.401274965993126898e+03 5.481593191987840328e+03 1.592753845979192374e+04 1.517513047724345415e+04 1.953239104948105160e+04 3.588321805215299537e+04 1.614405910257882169e+04 1.434370010542636737e+04 3.825899396462042660e+03 5.303207396497323316e+03 2.789797736769078620e+04 2.395970150229425053e+04 1.734075825518964484e+04 1.631789876606193866e+04 7.842791354387048159e+03 2.148087991495464303e+04 1.992311118047529362e+03 4.262467292061751323e+03 5.288723664480367916e+03
3.057765402394832108e+03 1.796204064047294742e+04 2.921792916849494941e+04 2.697133008387512291e+03 1.631768091738284056e+04 5.006241177790553775e+04 2.170109536986635248e+03 6.277419591418052732e+03 4.424069299451442021e+03 6.338581627355337105e+02 2.328213413696633870e+04 3.621203727507459553e+04 3.606159914472571927e+03 5.859640689467516950e+02 5.442751715561840683e+03 2.476063858956860713e+04 9.341499995342708644e+03 4.359573432493006294e+03 3.200671736704636714e+03 4.213081578529356079e+02 6.799684540068587069e+01 4.859064553595448160e+03 1.009079412463898279e+03 9.129215533121838234e+03 1.329972907809974095e+04 7.233076469118571367e+03 2.392036343227289399e+04 1.493371286901125859e+04 1.182682357187312300e+04 2.192641083379791235e+04 4.079519828220367799e+03 2.357323345986660206e+04 6.804985897121347080e+03 6.167254950949934482e+02 4.802038433583476581e+04 8.071646880769773816e+03 1.624351570925419946e+04 7.125830756839833136e+00 1.835930524468857766e+04 3.159554315005917942e+03
6.352931118306883036e+03 7.963136058309511100e+03 1.639643737967732523e+04 1.422554274529046552e+03 1.205387324211091436e+04 2.170109536986635703e+03 5.011865524739661487e+04 3.980427491345617909e+03 8.179983714392320508e+03 2.370978054663111470e+04 2.537534597078394654e+03 1.846002115431888160e+04 1.307636263212773156e+04 3.943001928909030539e+04 4.678869491554187334e+03 1.546310883759383978e+04 9.339588256870851183e+03 2.491554376891488953e+00 2.604084374831808600e+04 9.124824076433436858e+03 4.407601968751813547e+04 1.008744709459390106e+04 2.021108015807163838e+03 1.098549214384406014e+03 2.595487796694699136e+04 5.966434047717139947e+03 9.192923695350145863e+03 7.779946814417286078e+03 1.021441018212906420e+04 2.676903417903046648e+04 1.228442750319016704e+04 1.052436431181995431e+04 1.065964236868818625e+04 6.017916696716490151e+03 1.331720201080951938e+03 3.042147495729435377e+03 1.035581376743993678e+04 1.459750641235436342e+04 1.855067590365614160e+04 1.045495897391565450e+04
3.735983009955937632e+03 3.287169818721571937e+04 1.228845048274291912e+04 4.013758621821441193e+04 2.631577559627041774e+04 6.277419591418050004e+03 3.980427491345616090e+03 5.012223898436444142e+04 2.172651592049854662e+04 7.832057708360022843e+03 2.410715088907377503e+04 6.250116607314476823e+03 1.773998543655353205e+04 1.406579104930303038e+04 2.784522210772909148e+03 1.292309403834504337e+04 1.443626580144334184e+04 3.889277645258594566e+04 2.519995104737513975e+04 3.086395499977533473e+04 5.847630285563239340e+03 3.567800177396667550e+03 3.539360459700851789e+04 4.392281246949713386e+04 1.973061377898431829e+03 3.841274915359184524e+04 2.509156414149972261e+04 2.704093767024146291e+04 2.193523058072340791e+04 1.580162528832666112e+03 1.738958460826534792e+04 2.071430470371133197e+04 3.118919802126353898e+04 4.583533463668084732e+04 9.911480611348459206e+03 2.985548894891617238e+04 1.334937577197342034e+04 8.525583816181539078e+03 6.014342075648150058e+03 2.116371049033953022e+04
1.464081891376227213e+04 2.102424817266056198e+04 1.544117012063582661e+04 2.731661485104767780e+04 1.035860020261093086e+04 4.424069299451442021e+03 8.179983714392316870e+03 2.172651592049853934e+04 5.011690255295719544e+04 2.162537308400806432e+04 1.999315052347366145e+04 8.614100538571541620e+03 3.137986215849297514e+04 2.057244569990357195e+04 1.677425596344278529e+04 2.085011200336786351e+04 2.716872418938019837e+04 3.806033290560786554e+04 3.038839016652764622e+04 1.097577509916474628e+04 9.338014219427263015e+03 1.224455094634868510e+04 3.123093709255598878e+04 2.294722152751742033e+04 2.023504473112462438e+04 2.755815751087597164e+04 2.978477034715627815e+04 1.382390118447039458e+04 3.186548578101522799e+04 6.505071589452718399e+02 2.624272803576260412e+04 2.099169418136219610e+04 3.728670469519796461e+04 2.189854954113359054e+04 6.995183288606555834e+03 2.509250204595004107e+04 2.272038055318533952e+04 3.560529877889418276e+04 9.936192416220763334e+03 3.304381023592284328e+04
1.132480898799385977e+04 2.040312307288902502e+02 8.037423089044965309e+03 2.713178560104289863e+04 1.332399137801063716e+03 6.338581627355318915e+02 2.370978054663111106e+04 7.832057708360021934e+03 2.162537308400807160e+04 5.004585660839817865e+04 1.504423629068712444e+03 1.519414073228417146e+04 4.372422462813180027e+04 9.759652675172234012e+03 1.135514597681146370e+04 9.049193313507368657e+03 5.034438814614584771e+03 1.640302645492506417e+04 5.259818689584309141e+03 7.888073217100815782e+03 1.674073301879482460e+04 1.341590248442924531e+04 8.944123420999110749e+03 5.859156517191374405e+03 2.537109560466894982e+04 1.253507867311596556e+03 3.975423389097382369e+03 1.199084000661491018e+03 3.395016164735588973e+03 5.319334601147838839e+03 4.167198986303230413e+03 1.291867641447344795e+03 2.913790474518781593e+03 7.474196803831822763e+03 1.137798509505594438e+03 7.345329317658157606e+02 8.809685383784675651e+03 2.481268326497388989e+04 9.345398418671064064e+03 5.095703063665546324e+03
