2.926000452698043208e+00 -7.940756565195703498e-01 4.069547106222896282e+00
9.784478318231327520e+00 -1.449003500312783022e+00 -1.471125887770830643e+00
9.873902557504729671e+00 4.877383002999698292e+00 -2.949794563803649794e+00
3.441104428133608284e+00 -3.203206378601912263e+00 -2.926266344749007597e+00
1.383465957238589228e+00 -1.206084561476937189e+01 -1.083797838133794578e+01
-3.548708761870390305e+00 -6.053848260138678938e+00 1.974474222983001459e+00
-5.698179636864384889e+00 -8.893606932508207663e+00 9.208942810373757837e+00
-1.447256298523572848e+00 4.249378458749367149e-01 -8.951956870047157011e+00
-3.359770886463761652e+00 8.914539006369253116e-01 -7.231905934317882867e+00
2.269062351308878345e+00 -3.888844506007885116e+00 -1.832765882897235077e+00
-3.748024733016459997e+00 1.160964769022609211e+01 -8.480556416108725459e-02
-6.818340709398798438e+00 5.758342195835314037e+00 -7.670786883861424599e+00
1.371849384553178730e+00 -1.233798872670987201e+01 -8.345239067639525388e+00
1.230137610326830888e+00 4.478490166807949535e+00 1.076738666489442497e+00
